content,date,location_name,user_name
"Gigante. Tem de tudo, . zoo. . . Precisa de pelo menos 2 dias para conhecer tudo. Junto do , dois grandes  AHM e MET",24-Jul-16,Central Park,Tiago Mussi
ayaklarınızın kıymeti yoksa 1  ayırın yoksa 3 saatte bütün  gezeyim derseniz pestile dönersiniz. sincapları sevin,23-Jul-16,Central Park,ismail v
"Si vede nei  se ne sente sempre parlare , sembra quasi di esserci già stati ma alla fine bisogna andarci di persona. Ne vale la pena. È pieno di ambienti .",23-Jul-16,Central Park,Michele Lungo
Esta muy bonito pero huele mal y hay ratas everywhere,22-Jul-16,Central Park,Brenda Mandujano
"Ah, tem que tirar umas horas pra dar uma volta",22-Jul-16,Central Park,Christian Micuci
Lo mejor es  a  encuentras tantas maravillas que te enamoras,19-Jul-16,Central Park,Dalia García
Bir gün asla yetmez. Burada  yapmak tüm  koşmadan dolaşmak için iki gğn ayırın,18-Jul-16,Central Park,Evrim
 ,2-Jul-16,Central Park,Zheta Araque
"Esta época (julio) es de un clima para poder disfrutar el , haciendo caminatas,  me encanta en bicicleta !",2-Jul-16,Central Park,Jenny Tabares
Un lugar super agradable para simplemente caminar y disfrutar...,28-Jun-16,Central Park,Mariana Dominguez Aguilera
Vale muito a pena fazer o tour guiado de  em português! Esse passeio cobre os lugares mais legais do : http://www.weplann.com.br/nova-york/tour-bicicleta-central-park,27-Jun-16,Central Park,Clarice Long
"  dev anası bir çayır. Zıpla, koş, beygir gibi enerjini . İstersen  oyna. Ankara için gençlik  neyse nyc için central  o. Büyük nimet zira.",17-Jun-16,Central Park,Can K'
 bildigin  yapmışlar...,14-Jun-16,Central Park,Harun Kara
O  mais famoso do mundo. Visita obrigatória para quem visita NY.,12-Jun-16,Central Park,José Eduardo Teixeira
"Mucho calor en Mayo ...ideal para  en traje de  como todos allí lo hacen...era mas  y largo de lo que imaginé,tardé casi 3 horas en caminarlo de inicio a fin",7-Jun-16,Central Park,Tornado del MKT
"Para quem vai ao  e está com pressa, vale a pena fazer o passeio nas . Dá para conhecer os principais , além de andar mais rápido!",6-Jun-16,Central Park,Iago Andrade
Ещё один повод вернуться в Нью-Йорк)))) этот парк-чудесное настроение и море улыбок,29-May-16,Central Park,Олеся
"Περισσότερο από πάρκο. Εμπειρία. Καταλαβαίνεις το μεγαλείο της πόλης, έτσι όπως ξεπροβάλλουν τα Art Deco κτήρια μέσα από τις φυλλωσιές.",27-May-16,Central Park,V D
"Распивать официально нельзя, берите  и прячьте в пакет",27-May-16,Central Park,Andrey Gulevsky
Top 👍🏻😉,25-May-16,Central Park,Tomáš Stríž
👍👍🇺🇸🇺🇸😐,17-May-16,Central Park,Serkan Balcı
"Felizia Bacall, Consultant, Bridgespan",27-Apr-16,Central Park,Gaagii Sanders
Idéal pour faire   ou se reposer !,24-Apr-16,Central Park,Laura
Mükemmel bir  yeri,18-Apr-16,Central Park,Can Ceylan
Increíble !,17-Apr-16,Central Park,Tammy Ag
Increíble!!!!,17-Apr-16,Central Park,Patty Escalera
Buen lugar para pasar todo un día!,15-Apr-16,Central Park,Julio César López Alpuín
Dispensa  comentários. Simplesmente fantástico!,12-Apr-16,Central Park,Vanessa Seixas
"по-моему, самый прекрасный  в мире. невероятной красоты место",10-Apr-16,Central Park,Anna Peskova
"Delicioso lugar para caminhar e para as . A beleza natural surpreende. Vá com  confortável, mas tenha em mente que é impossível andar por todo . Vale a pena a visita!",1-Apr-16,Central Park,Suélen Rosa
"  , les recomiendo levantarse muy temprano y visitarlo , pueden lograr ver el amanecer que es  !",30-Mar-16,Central Park,Lalo Nava
حديقه جميله ممكن ان تقضي فيها معضم وقتك دون الشعور بالملل,29-Mar-16,Central Park,Layla AL-fozan
En az bir  ayır. .  yap  gez. Her ara yola gir ve etrafı izle. İçindeki  çık mutlaka.,28-Mar-16,Central Park,Şakir Çakın
"Fundamental para os nova iorquinos por ser uma ilha verde no mar de pedra e vidro, onde é possível relaxar e até sentar um pouco, é totalmente dispensável para turistas de passagem pela cidade.",24-Mar-16,Central Park,Davi TC
Моя мечта - жить рядом с . Эх,14-Mar-16,Central Park,Kirill Balakhtin
"Promenades, ",2-Mar-16,Central Park,Raph Vannitsen
"A ne pas rater! Ecureuils,  colorés,  et  et bien sûr ! Magnifique et immense!",1-Mar-16,Central Park,Sophie Wanderlust
"Tem muito espaço pra dar um rolé!! Quem gosta de andar ou correr, esse é o lugar !!",23-Feb-16,Central Park,Claudia Barreira
Mil rincones  que !,6-Feb-16,Central Park,Adilene Nh
Entretenido paseo. Pueden visitar  Fields.,30-Jan-16,Central Park,Daniel López Aldunate
Melhor lugar do mundo!,27-Jan-16,Central Park,Nicole Gasperin
Lindo impossível de conhecer em 4 vezes,26-Jan-16,Central Park,Ronaldo Matoso
Adoro esse parque.. mas acredito que a falta de educação de algumas pessoas vão acabar com ele,26-Jan-16,Central Park,Fernando Gobbo
Lindo demais no !!,24-Jan-16,Central Park,André Colombero
Otimo para !,23-Jan-16,Central Park,Isa Cruz
Везде пахнёт лошадиным навозом...,17-Jan-16,Central Park,oixxo
отличное место,11-Jan-16,Central Park,Mari Tsaran
"Um dos lugares mais apaixonantes que eu já visitei.. É muito mais que um , ali tem história e além disso, lhe dá uma paz interior..",11-Jan-16,Central Park,Marina Daros
"Cenários de vários , andar sem e curtir o local se torna um dos melhores locais de Ny.  o réveillon no Park, muito bom e calmo.",10-Jan-16,Central Park,Bruno Ibiapina
"Un lugar especial para , caminar y más. Te permite alejarte del movimiento y energía de la gran ciudad.",10-Jan-16,Central Park,Criss Tina
Esta  y muy  ! 😊,8-Jan-16,Central Park,Silvia Anaya
 tu tiempo para caminar mucho,7-Jan-16,Central Park,Miguel Mac
"Não deixem de visitar todas as áreas deste  incrível! vale a pena ficar uma manhã, ou tarde inteira, recomendo",5-Jan-16,Central Park,Victor Romano
 tadını çıkarın,4-Jan-16,Central Park,Kutay Gungor
Очень приятно побывать там - где снимался любимый  детства,28-Dec-15,Central Park,Andrey Zabolotnyi
Ótimo passatempo!,28-Dec-15,Central Park,Rafael Ruggeri
"Ótimo lugar. Se for para New York, não deixe de visitar.",28-Dec-15,Central Park,Rafael Ruggeri
Lindo demais. Vale a pena visitar.,27-Dec-15,Central Park,Elisabete Martins
اذا عندك وقت، خوش حديقة للتمشي!,11-Dec-15,Central Park,Saleh Al-Eyadah
"Ya sea para caminar,  o simplemente tomar fotos excelente opción",9-Dec-15,Central Park,Mariana Herrera
Excelente lugar. Las ardillas montan su propio show,9-Dec-15,Central Park,Cristian V.
🌲🍂🌴🍂🍁❤️,8-Dec-15,Central Park,🌹Sun!
NewYorkta gidile ek ilk yer!Harika! the place that firstly must be visited in NYC! Очень классно тут вообще в НьюЙорке нужно первым делом прогуляться по этому  конечно если хватит на это время;),8-Dec-15,Central Park,Nika💎
🌴🌲🎄🏃🏿🌿🍁🍂🌾,6-Dec-15,Central Park,🌹Sun!
Uma obra de  a céu aberto !,26-Nov-15,Central Park,Thiago Silva
"Lugar incrível é enorme, impossível conhecer num dia. No outono fica todo alaranjado.",24-Nov-15,Central Park,Juliana Barbosa
" adı olsa gerek 💕 Arka fonda  kalıp , cennetin içinde gezmek 😍",21-Nov-15,Central Park,Sanem
Vayan al norte del  hay pocos  y el conservatory garden es bellísimo,16-Nov-15,Central Park,Alan x el mundo
 отличный! Есть небольшой !,10-Nov-15,Central Park,Anna Eremina
Adoro cada uno de los rincones de este !!,10-Nov-15,Central Park,Vanessa Casillas
Tuuudo!!! Esse lugar é maravilindo! Principalmente no outono com essas  incríveis!!! #loveautumn,3-Nov-15,Central Park,Dri Castro
"İster  al, ister havlunu, ister  sepetini... Hayatının en güzel zamanını geçirebileceğiniz  şehrin en  köşesi.",27-Oct-15,Central Park,Ceren B
"Adorei, vale o passeio!",26-Oct-15,Central Park,Ronaldo Simoes
gidilmesi gereken bir yer...,23-Oct-15,Central Park,Altuğ Özer
Il percorso intorno al  Jackie Kennedy è meraviglioso,22-Oct-15,Central Park,Bruna Inguanti
"Lindo , excelente para caminhadas,  ou de . Vale planejar mais de uma visita, pois é muito grande. Use um guia para conhecer as principais atrações.",16-Oct-15,Central Park,Virgínia Carpi
En sevdiğim  biri:))),15-Oct-15,Central Park,Beyhan Dogan
куда деваются  - не даёт ответа,5-Oct-15,Central Park,oscar wilde
", imprescindible  entero, de N a S y de E a O. Bellísimo! (al menos en sept). En la zona del Mall q da a la  de la , merece la pena los espectáculos callejeros.",3-Oct-15,Central Park,Estela Escribano Romero
"Melhor  do mundo, se der  de ",29-Sep-15,Central Park,Antonio Luiz
Excelente !! Me encantó el entusiasmo de la gente que  diario y hay para todo  !,27-Sep-15,Central Park,Ana Ledezma
Vive tu propia ! 😁,26-Sep-15,Central Park,�?αzαel herпάпdez
Está inmenso! Ojalá vuelva pronto para conocerlo completo,26-Sep-15,Central Park,Krystoff �?
Es necesario 2 días mínimo para  cada área temática.,24-Sep-15,Central Park,Fernanda Enciso
Ojalá todas las ciudades tuvieran un  así.,23-Sep-15,Central Park,Alex M.
"Salak sacma turlara para vermeyin. Icinde gezdiren riksa vari denyolara paranizi . Gidin sheep medowa,efendi efendi tadini cikarin.",23-Sep-15,Central Park,Can
Şehrin içinde bildiğin  var ... Harika...,23-Sep-15,Central Park,Ibrahim Uçar
"Lo tiene todo, pero lo mejor es sentarte y ver la vida pasar. #I💗NY",23-Sep-15,Central Park,Ana Bolanios
Dar uma volta pelo  e conhecer várias atrações que ele possui!,22-Sep-15,Central Park,Luis Shimabukuro
"Стало одним из любимых мест в любимом Нью-Йорке. Тишина и покой-сердце города. ,,,дети,старики,молодежь и наши прогулки,сон на . Восторг!❤️",21-Sep-15,Central Park,Nika G
Perfeito para relaxar,20-Sep-15,Central Park,Elivia Pimenta
Harika bir  görmeden olmaz,20-Sep-15,Central Park,CanBeyaz Özgan
"Birthday  popsicle para el calor, bien vale los 3 dólares",19-Sep-15,Central Park,cvvh
"Muito bom para andar, relaxar, andar de !!!",14-Sep-15,Central Park,Alexandre Martineli
Uno de los lugares más  que he visitado,13-Sep-15,Central Park,Suzie Yañez
Enorme! Da vedere assolutamente in più riprese e da più angolazioni!,12-Sep-15,Central Park,Filippo Gatelli
"Lindo, encantador! Tem de tudo aqui, o clima é incrível!",9-Sep-15,Central Park,Ana Finoti 🌶
"Была утром: грязно, бомжики на  спят, воняет, даже вглубь  не зашла. Решили в другой раз днем прийти сравнить.",8-Sep-15,Central Park,Oxana Hnatkowskaja
"O restaurante ""Tavern on the Green"" é espetacular! O  todo é o máximo.",29-Aug-15,Central Park,Fernanda
Böyle büyük binalarla dolu bir şehirde böyle bir  alanı ayırmak ve bu Park'ı bu denli güzel korumak ve geliştirmek Şehrin nefes almasını sağlamış.,27-Aug-15,Central Park,Cannnnn
"Un  natural gigante, lleno de paz. Un paseo por aquí es algo obligado. Y si eres aficionado a la , aquí te puedes poner las .",26-Aug-15,Central Park,Vicente Martinez
Permet de s'évader de la grand ville on oublie qu'on est à Manhattan pour un moment,24-Aug-15,Central Park,Philippe Lemieux
"Increíble el tamaño de las ratas en Central Park, aterrador que haya tantas y que salgan a plena luz del dia",23-Aug-15,Central Park,Soraya Grajales
Hors Concours!,23-Aug-15,Central Park,Zé Renato Cella
"Caminar por central park, sobre todo en la tarde noche, visitar spots de  y series lo amo 😍",23-Aug-15,Central Park,Karina Villarreal
Gigaaaaantee,12-Aug-15,Central Park,Mauricio Mau
"amo o ibira, mas esse lugar é tipo a meca dos  de rua",10-Aug-15,Central Park,Rafa Alves
뉴욕 시민�?관광객�?정신�?건강�?�? 주변�?(�? 냄새가 불편하지�? 역시 소중�?곳이�?,29-Jul-15,Central Park,김형래 Henry Kim
Un  en el  y un lugar  a visitar,24-Jul-15,Central Park,Cristo Leon
 ve yeşillik...bu kadar buyuk binanın arasında yıtıp gitmemiş bir güzellik..görülesi bir yer!,24-Jul-15,Central Park,Leman Altuntaş
"Renta un guía, te enseñará lugares importantes en el . Muchos hablan español y son muy amables. No olvides la propina ;)",21-Jul-15,Central Park,Cyn Rocha
Imagine de John Lennon.,21-Jul-15,Central Park,Cyn Rocha
"Fantástico lugar para caminar, andar en bicicleta, carruaje, pic-nic, conocer lugarcitos famosos donde se filmaron ...en fin, toda una mañana. Llega temprano y con .",21-Jul-15,Central Park,Cyn Rocha
"Lindo lugar,  uma  e seja feliz! Vá à Bethesda Fountain!",12-Jul-15,Central Park,Fernanda LR
Harfiyatın cennete dönüştürülebilceği örneği🇺🇸👍🏼,11-Jul-15,Central Park,Ozan Aras Bingöl
La renta de bicis con los chicos frente al  es buena 20 uds por 3hrs. Sin tener que estarla regresando cada hora como las city bike.,9-Jul-15,Central Park,La Eren
Paisagem  de se ver :),4-Jul-15,Central Park,HOs@nne Tim Bet@ SDV AceiTº ToDoS OP. L@B
"É meu canto preferido em Manhattan, como deve ser o de várias pessoas",1-Jul-15,Central Park,Luciana C.
"Потрясающее место, просто уголок спокойствия в сумасшедшем по ритму городе.",27-Jun-15,Central Park,David Atabekyan
Einfach super zu entspannen und der Großstadt zu entfliehen ;),27-Jun-15,Central Park,Elli Pirelli
" , şehrin ortasında mukemmel bir  😎☀�?,June 19"," 2015""",Central Park,Ozge
Tek kelimeyle  buldugum yer.,17-Jun-15,Central Park,Vildan Tunc Yilmaz
Süper Bir Yer KArı Kız Gani,15-Jun-15,Central Park,Mustafa Dan Dan
Es parada obligada en NYC,11-Jun-15,Central Park,Andrea Karan
El mejor lugar para escapar del bullicio,11-Jun-15,Central Park,iJen Veggie
"O Central Park é uma delícia! Eu, que sou fã do ar livre, fiz um tour de  por lá e simplesmente amei! Comprei o meu aqui: http://www.weplann.com.br/nova-york/tour-bicicleta-central-park",10-Jun-15,Central Park,Simone Christie
se ve que es un excelente lugar,9-Jun-15,Central Park,Maikel Eugenio Bernal Nieves
Mi lugar favorito!!!!!! Siempre!!! 😍,9-Jun-15,Central Park,ale calvillo santaniña
Lindo e tranquilo,8-Jun-15,Central Park,Bruna Araújo
Gezi Parkindan Sonra En Sevdigim !,8-Jun-15,Central Park,Alim C. ECEVİT
"Lugar maravilhoso!!! Amo amo amo, adoro relaxar e encontrar meus ! ❤️❤️❤️❤️❤️❤️",4-Jun-15,Central Park,Fernando Begler
Il polmone di NY è tappa fondamentale! Fantastico in ogni suo angolo.,17-May-15,Central Park,Glory
"Yürümekten yorulduğunuzda yardımınıza yetişen mekan:) çimlere oturup elimde krakerim insanları seyrederek uzun süre oturdum, buldum..",17-May-15,Central Park,kadriye
"Praderas,  artificiales,  y zonas que parecen un   ... es el  el  mas grande de Nueva York.",28-Apr-15,Central Park,carlos henriques
"Baixe o app Central Park Conservancy e descubra vários  e  diferentes que valem muito a pena! Strawberry fields é legal,  da Alice também... Mas existem outros  legais!",25-Apr-15,Central Park,Vivi K.
Passeio inesquecível,20-Apr-15,Central Park,Vlademir Silva
"Чистый , аккуратный,  куча  и собак",20-Apr-15,Central Park,Sofia Shemiakina
tek kelimeyle muhtesem!,16-Apr-15,Central Park,Kubilay Cirrik
"Prepárate para caminar, disfrutar y asombrarte con todas las atracciones de este . No olvides visitar  Fields.",15-Apr-15,Central Park,Serguei Orozco
Tutto il Central Park ha tutto puoi correre passeggiare ammirare gli  rilassarti e sei al centro di Manhattan,6-Apr-15,Central Park,Andrea Roberto
"É enorme!!! Pesquise na internet todas as opções que há para ver aqui e planeje sua , pois não há como andar o  inteiro! Mas qualquer pedacinho dele é lindo e bem cuidado.",30-Mar-15,Central Park,Renata de George
topezera  um lugar muito lindo,28-Mar-15,Central Park,Joao Gabriel Nascimento
"Um den Alltag zu entfliehen, einen Besuch wert. Durch seine Größe auch nicht überlaufen.",23-Mar-15,Central Park,Dennis Oderwald
"the beautiful of Central Park is like a wallpaper ,, ga tau kenapa  pengen banget ke sini. semoga kesampean :)",21-Mar-15,Central Park,Khairul Leon
"No  ficou congelado o  todo. Muito bonito, mas o  é de arrepiar.",20-Mar-15,Central Park,Ulisses @ M
"운동하는 사람 �?많네;;,",18-Mar-15,Central Park,YE JI Lee
muiito  esse lugar,6-Mar-15,Central Park,Tim Beta
"Passeios ao ar livre, , paisagismo",6-Mar-15,Central Park,Vanessa Berner
Simplesmente lindo o central  no ,1-Mar-15,Central Park,Lenita
Sehir icinde nefes almak,1-Mar-15,Central Park,Hakan Damariturk
gez gez bitmeyen 😇,25-Feb-15,Central Park,Başak💕
Катания на лошадях больше нет:(,17-Feb-15,Central Park,Alexei Leskin
En invierno es un congelador,9-Feb-15,Central Park,Alitzel Nangucé
Tanta belleza !,1-Feb-15,Central Park,Patricia Elizabeth Davalos Samaniego
Super 👍 👍,28-Jan-15,Central Park,Björn Tamara
"espectacular,hay que volver y conocer mas",26-Jan-15,Central Park,Bar L'Oliva
" lugar donde convivir con la naturaleza , y ver ardíllitas buscando comida , las puedes alimentar con ",24-Jan-15,Central Park,Francisco Aramburo Gallardo
O pulmão da cidade. Lindo em qualquer estação do ano,15-Jan-15,Central Park,Alex J
O melhor  do mundo!,10-Jan-15,Central Park,Claudia Tamachiro
White City.❄️🗽❄️,8-Jan-15,Central Park,Gustavo Chaves
Es tan representativo y  q puedes encontar novios proponiendo matrimonio!,8-Jan-15,Central Park,Akunyai Paloma Estrada
No dejes de visitar el  en memoria a Jhon Lennon,8-Jan-15,Central Park,Akunyai Paloma Estrada
O melhor lugar para  sem pressa na cidade. Gostei de fazer um passeio  de  para quatro passageiros (mais econômico que a ). No fim sugiro parar e comer no boath house,8-Jan-15,Central Park,Alex J
"Лучший ,все для людей:)",6-Jan-15,Central Park,Alexey Borzov
Лучше чем в .  просто роскошен!!!,6-Jan-15,Central Park,Александр Кузьмин
"Caminhar, , passear...",3-Jan-15,Central Park,Ivane Favero
"Sí vienes a NYC no dejen de pasar por el  central, es una belleza para pasear y ver lo  del  los  de los  los  son una belleza y todo lo que lo rodea",1-Jan-15,Central Park,Elias Abdala Padilla
 arasinda nefes alınacak tek yer.,23-Dec-14,Central Park,Cengiz Celik
Muito bonito,23-Dec-14,Central Park,Oliveira Douglas
Este  es de lo mejor de New York,21-Dec-14,Central Park,Giovanni Corredor
3410 dönüm arazinin üzerine konuşlandırılmış büyük bir yeşillik parçasıdır.,19-Dec-14,Central Park,Bahadır
Central Park! Excelente!,18-Dec-14,Central Park,Michelle Ordaz
진짜 크다. 믿을 �?없을 만큼. 물론 이보�?�?�?�?있지�?.,16-Dec-14,Central Park,Jay Lee
Kapan ya bisa kesini.???,10-Dec-14,Central Park,Eka Widana
É gigante!!! Arranje um mapa e programe antes os locais q vc quer ver pra não se perder! Ótimas fotos garantidas!,10-Dec-14,Central Park,Douglas Souza
Não tem o que dizer do Central Park. Lugar lindo para conhecer e  horas ali sentado nos  apreciando a paisagem da cidade.,9-Dec-14,Central Park,AJ Freire - Nerd Pai
bacana d mais iss ae,9-Dec-14,Central Park,Samuel tim beta
miu ... es bello!,29-Nov-14,Central Park,Cleriston Lima
Şehrin ortasında  derinliklerinde hissini yaşayabileceğiniz o eşsiz güzellikteki cennet köşesi..,23-Nov-14,Central Park,Aysun Özdağ
En iyi 10 sabah yürüşü adresinizden birisi olacak.İlham veren bir büyüsü olduğu fikrine çabuk kapılabilirsiniz.,18-Nov-14,Central Park,profesyonel rehberlik
"Осторожно👀 просто кишит крысами🐀Причем они настолько большие,что изначально мы перепутали их с кроликами😂🐇Думаю,они не опасны.Просто я никогда не видела так много крыс🐀🐀🐀",17-Nov-14,Central Park,Sonya 💋
L'atmosfera che si respira in  in questo posto è ineguagliabile..,14-Nov-14,Central Park,Sonjina
"Kepulauan Karimunjawa menjadi tempat wisata karimunjawa, yang terletak di negara indonesia tepatnya di kabupaten jepara yang terkenal akan keindahan wisata lautnya. ",12-Nov-14,Central Park,Team Wisata
"Гулять тут можно несколько дней и всё равно не обойти!есть укромные уголки, есть , встречаются милые попрошайки еноты) узнаваем по ",6-Nov-14,Central Park,Olesya
"Venha cedo e  uma  por mais de duas horas. Dar a volta com calma e fazendo as necessárias paradas para apreciar a paisagem leva um dia inteiro - ou, no mínimo, uma tarde bem corrida.",3-Nov-14,Central Park,Viajante
"Muy grande, arriende bicicleta y recorrala....a  no terminara nunca. Bello!",2-Nov-14,Central Park,Vicky Montecinos
estou com uma vontade morar,26-Oct-14,Central Park,vitoria souza
um lugar desse e incrivel,26-Oct-14,Central Park,vitoria souza
eita lugar ,26-Oct-14,Central Park,vitoria souza
"Si rischia di perdersi, ma se trovate qualcuno dello staff con la pettorina  vi salveranno la pelle :D",24-Oct-14,Central Park,Marianna Peracchi
opo iki. gak mudeng,20-Oct-14,Central Park,andika poniman
💙💛💚💜🌾🍁🌻🌱🌰,19-Oct-14,Central Park,Carla Donciu
"Metropolün içinde bir cennet köşesi diyebilirim.. Hiç uyumayan bir şehrin göbeğinde olup,  derinliklerinde olduğunuzu hissedebileceğiniz o muhteşem ..",19-Oct-14,Central Park,Aysun Özdağ
Gelmeli gormeli   almali golun karsisina gecip  okumali benim icin budur,15-Oct-14,Central Park,Brkgny
EN KISA ZAMANDA,12-Oct-14,Central Park,Gul Oku
"Lindo, limpo, organizado, capricho em todos os detalhes. Imperdível.",1-Oct-14,Central Park,Catarina Matos
"Immenso, incredibilmente  immerso nella metropoli di New York",28-Sep-14,Central Park,Massimo Bologna
Kocaman kocaman  sonra burası iyi geldi. Mükemmel bir yer.,27-Sep-14,Central Park,Fulya Çendik
" , espero que nunca seja destruído!",27-Sep-14,Central Park,Simão Chambel
Guardar un día completo para visitar,24-Sep-14,Central Park,Claudio Paredes
"крутой , хочу еще",22-Sep-14,Central Park,Inna Zhivitsa
muito bom.............,11-Sep-14,Central Park,Damiao Gomes
Le  de  vaut le temps d'attente et le prix !! :),8-Sep-14,Central Park,Veronik Sicard
Caminando por este maravilloso lugar !!!,7-Sep-14,Central Park,Carina Smargiassi
Tip für Frühaufsteher: Spaziergang durch Central Park bei Sonnenaufgang. Danach Besichtigung von Metropolitan  oder auf der gegenüberliegenden Seite des Parks  of Natural History,4-Sep-14,Central Park,Marco Galantin
Precioso lugar para terminar la Marathon,4-Sep-14,Central Park,Dr.Luis Perez Tato
Un must do de New York tout simplement !,1-Sep-14,Central Park,Martin Schelcher
Passeio de . Em 4 horas vc consegue percorrer o  todo.,30-Aug-14,Central Park,Bruno Leiria
"O MELHOR Lugar de NY - um  enorme, calmo, lindo, tranquilo, limpo, agradável... E bem no meio do Caos de NY - não deixe de conhecer e pAssar um tempo lá relaxando",30-Aug-14,Central Park,Will Zucchi
MELHOR LUGAR CIDADE!!,30-Aug-14,Central Park,Will Zucchi
"Precioso, y nevando más",29-Aug-14,Central Park,Kennia Cabello Salazar
Görülmesi gereken yerler arasında,28-Aug-14,Central Park,Ahmet Yurdakul
"Venha patinar no gelo no , visite ""Strawberry Fields"", esqueça as compras por um tempo. Divirta-se num dos  mais famosos do mundo!",23-Aug-14,Central Park,Renato Fernandes
Uma linda paisagem ao .,17-Aug-14,Central Park,Leonardo Diogo
"Un . Aunque si vas pocos días a la ciudad, no estés demasiadas horas paseando el .",14-Aug-14,Central Park,David Galisteo
La possibilità di  una  in mezzo ad una metropoli,10-Aug-14,Central Park,Giampaolo Colasimone
"コロンバスサークルのホールフーズで食べるものを買ってのんびり食べてる人が多い�?""August 9"," 2014""",Central Park,Mic Hi
Gidilebilecek 1. öncelikli ,8-Aug-14,Central Park,Muhammed Eren
"Sem palavras, o melhor do meio ambiante no meio da cidade.",25-Jun-14,Central Park,Thyago Merino
nice nice nice,19-Jun-14,Central Park,Bojan Reljic
Já quero conhecer *.*,17-Jun-14,Central Park,#TIMBETA# Sarah Daiany
Transmite paz e harmonia no meio do caos de ny! Rs,11-Jun-14,Central Park,Felipe Meireles
"Imperdonable visitar NYC y no pasear por Central Park. Lo mejor alquilar una bici, es enorme para hacerlo a ",23-May-14,Central Park,Maria Dolores
ZZzzZZzzZZzz,21-May-14,Central Park,Rafael Silva
Quer fugir da barulheira e correria? Este  é sensacional e gigantesco.,19-May-14,Central Park,Leandro F. de Moraes
Cennet Dedikleri Yer Boyle Bir Yer Olsa Gerek ..  Verici bir Ortam,7-May-14,Central Park,Emre Polat
Really really beautiful 😊👍❤️,7-May-14,Central Park,Zeynep Sünbüllü
 verici bir yer,27-Apr-14,Central Park,Umut Bilen
"Évitez le  en , c'est un attrape touriste",26-Apr-14,Central Park,Claude Isnard
Muito Lindo! Tem tanta coisa para fazer. Necessita de um dia inteiro.,18-Apr-14,Central Park,Clmedi
Divino! Hacer en bici en 2 hs para  bien!,13-Apr-14,Central Park,Juan Andres Diaz
Осторожно: одностороннее движение.  бежит как угорелый,2-Apr-14,Central Park,El Zhu
buraları görmekte varmış hayatta,28-Mar-14,Central Park,Tolga Bali
Lindo muito famoso,26-Mar-14,Central Park,Marcelo Miro
Afyonda otururken bi anda geldim hadi bismillah yarım saat sonra brezilyaya gidebilirim :D,22-Mar-14,Central Park,Ahmet Dayıoğlu
"qué ! hay que estar ahí para apreciarlo, ojalá todos puedan tener la dicha de visitarlo!!!!",7-Mar-14,Central Park,María Victoria Rodriguez Galassi
Muito Lindo,18-Feb-14,Central Park,Matthew Farias
 :  à la  de ,10-Feb-14,Central Park,Mickael Gastaud
queria visitar esse lugar muito bonito,6-Feb-14,Central Park,Danilo Duarte
Caminar por aquí te hace olvidar que estas en medio de la ciudad.,31-Jan-14,Central Park,Andy
Incrível! Paz e natureza no coração de Manhattan. Vale tirar um dia inteiro só para ele...,11-Jan-14,Central Park,Douglas Machado
"Nueva York, NY, Estados Unidos",8-Jan-14,Central Park,Maria Jose Osalde
"El pulmón de Nueva York, NY, Estados Unidos :3",8-Jan-14,Central Park,Maria Jose Osalde
Melhor  do Mundo!!,3-Jan-14,Central Park,Fabricio Fap
Hace  y los mesoneros son medio antipáticos,3-Jan-14,Central Park,Said Smaili
Geleydik göreydik iyiydi.,1-Jan-14,Central Park,yasar Zeytin
"Um dos  mais encantadores que visitei!! Se você gosta de , sem dúvidas é um lugar para se conseguir belas imagens!",28-Dec-13,Central Park,Lorrany Mendonça Mundim
"Ótimo lugar para visitar, porém no  não é muito bonito.",27-Dec-13,Central Park,Willian Oliveira
Saudades ;),4-Dec-13,Central Park,Regina Vieira Oliveira
"Tão lindo, mesmo no .",4-Dec-13,Central Park,Camila Praxedes
"Muito gostoso, ótimo  !",22-Nov-13,Central Park,Tom Niz
", который фигурирует во многих американских ) каждый уголок знаком благодаря , ощущение что уже была тут не раз!!!! Хочу жить на 5 авеню и гулять с собакой тут)))",16-Nov-13,Central Park,Inna M
Bir Gezi Parki degil! #direngezi,15-Nov-13,Central Park,Ilker Ozturk
"In Tausenden  drin vor gekommen    nur Kevin allein in New York bis hin zur Der Herrscher des Central Parks mit Tommy Lee Jones,Unfassbar wie Berühmt ein paar  werden können",11-Nov-13,Central Park,Michael Buchener
Sumeladan sonra ilk kez bi manzaranin beni bu kadar buyuledigini hatirliyorum. Sen sonbaharda bambaskasin...,9-Nov-13,Central Park,Burcu Arslaner
"Increíble lugar para todo tipo de actividad, , salir a pasear, , zoo, con las , fascinante",7-Nov-13,Central Park,James Amador
muito bom esse lugar quem sabe um dia quero  por ai...,6-Nov-13,Central Park,CHRIS Brook
Paz e Tranquilidade!,3-Nov-13,Central Park,Marlene Kirchesch
Lindo!!!Vale a pena reservar um tempo para relaxar e ver a preciosidade e encantamento da Natureza !,3-Nov-13,Central Park,Marlene Kirchesch
столица в М1 Albahall и ввп тоже так же,29-Oct-13,Central Park,Anton❤ S
 як ),24-Oct-13,Central Park,Максим Лизогуб📍
Lindo lugar... Mas tudo é  ushush.,12-Oct-13,Central Park,Van N.
"Sempre muito lindo. Tire uma tarde para , tem ciclo via para andar de . Até no  tem sua beleza....  Esplendido.",4-Oct-13,Central Park,Kevelyn Domingues
