content,date,location_name,user_name
You can't see everything in one day. Check out the roof during the summer.,"August 28, 2012",Metropolitan Museum of Art,Francesca T.
You can't and won't catch everything in a day. Get a map and pick just a few things.,"August 8, 2015",Metropolitan Museum of Art,Lindsay Toussaint
Great place to hide away and get lost,"July 2, 2016",Metropolitan Museum of Art,Luc Doan
A whole morning is not enough time to see everything there is to see.,"November 28, 2015",Metropolitan Museum of Art,Germán Sanchez
"Incredible Islamic  that were reopened in late 2011, a MUST SEE!","January 3, 2012",Metropolitan Museum of Art,Rony Patzan
Check out the Pablo Picasso collection-The epitome of .,"March 19, 2013",Metropolitan Museum of Art,Kanyankole
Don't miss my favorite  in the : Rodin's Hand of God in the Cantor  Hall.,"March 9, 2011",Metropolitan Museum of Art,Joao Escossia
I have an Annual Membership but you can actually get in by paying what you can.,"May 28, 2012",Metropolitan Museum of Art,Kanchana Seneviratne
Don't miss the great  from the  across Central ,"June 15, 2011",Metropolitan Museum of Art,Amanda Nightingale
Loads of ! And on fridays listen to  around the 👍,"February 6, 2015",Metropolitan Museum of Art,Daryana
"Prices are recommended, not required. Pay what you think it's worth.","July 22, 2016",Metropolitan Museum of Art,John Lewis
Very big and good ,"August 11, 2014",Metropolitan Museum of Art,Joao Ceragioli
Take an entire day to absorb the vast collection of masterpieces held within this building.  It is well worth your time.,"March 21, 2010",Metropolitan Museum of Art,Nic Antoine
Spend at least 4 hours here enjoying everything!,"June 3, 2016",Metropolitan Museum of Art,Macarena Greco
With the NY City Pass you can avoid the long line of people to get in.,"August 29, 2014",Metropolitan Museum of Art,Olga Sala
A must-see permanent collection and one of my favorite places in the city. ,"July 10, 2010",Metropolitan Museum of Art,Tatiana
Overwhelmingly large. It is a giant maze of amazing things.,"November 25, 2015",Metropolitan Museum of Art,Ryan
One of the best  in the world!,"August 12, 2014",Metropolitan Museum of Art,Victor A
Plan your visit--sections at a time.  Try to see special  first or last part of the day; less people.  Avoid the 2nd level  for cocktail/appetizers.  VERY  and not very good.,"July 17, 2013",Metropolitan Museum of Art,Martha
Check-in special not redeemable! Quite frustrating had 3 people check and call other satellite  shops in the building and no one has the promised tote :(,"June 2, 2013",Metropolitan Museum of Art,Joanna Stanberry
Check out the Mughal Collection in the Islamic part of the ,"February 20, 2015",Metropolitan Museum of Art,Janet Clarke Bell
"Admission is donation based, so pay what you wish!","October 22, 2014",Metropolitan Museum of Art,Clara Lu
"Possibly the most celebrated  in all of US, one day of browsing does not do it justice.","August 13, 2014",Metropolitan Museum of Art,Sharon Zhang
<3   A burst of culture & mental rebooting. Love the  and flair for  relevance.,"September 10, 2011",Metropolitan Museum of Art,Shelagh C
"Huge place, get a map before getting in!","November 3, 2013",Metropolitan Museum of Art,Eloi Guterres
Central  and Shake Shack close by.  on  from May to Oct.,"August 26, 2013",Metropolitan Museum of Art,Sowmya Katathil
Beautiful! European  is a must sea!,"January 3, 2016",Metropolitan Museum of Art,Olivier Meganck
Turn your flash off lest you startle the ,"August 10, 2014",Metropolitan Museum of Art,Bill Cauchois
"Check out the  of Cambodian Rattan  by Sopheap Pich, Feb. 23-June 16.","January 13, 2013",Metropolitan Museum of Art,Beni Chhun
The  is a great .,"November 4, 2014",Metropolitan Museum of Art,Lars Trieloff
It's really beautiful:a huge range of ancient things!),"February 15, 2012",Metropolitan Museum of Art,Olga Semenova
 are wonderful.  Teen program was a disappointment for my granddaughter at 14.,"February 22, 2016",Metropolitan Museum of Art,Jan
No way not to love it ! A must have in NYC,"August 16, 2015",Metropolitan Museum of Art,Joao Veloso Jr
The side entrance always has shorter lines.,"September 1, 2014",Metropolitan Museum of Art,Tudor Popescu
Everything's incredible,"October 28, 2015",Metropolitan Museum of Art,Cristina Lozada
Watch this space for Swatch rivalItalian challenger to the trendy-but-inexpensive timepiece throne takes space on Madison Avenue for first U.S. outpost. ,"August 17, 2010",Metropolitan Museum of Art,Crain's New York Business
"Forever and oneI will miss youHowever, I kiss youYet againWay down in NeverlandSo hard I was tryingTomorrow I'll still be cryingHow could you hide your lies","October 21, 2011",Metropolitan Museum of Art,Wandy Danbo
Learned a lot about  coming here. So glad I did.,"December 14, 2016",Metropolitan Museum of Art,Aimee I.
The Egypt wing is a must!,"June 17, 2016",Metropolitan Museum of Art,Alejo E
Lots of big  you may want to make this a 2 day visit.,"October 22, 2013",Metropolitan Museum of Art,Dashin Dave
...hang out on the steps of the Met! Then just gaze for a while! Otherwise on to Picasso... Support the Met by becoming a member! ,"May 21, 2010",Metropolitan Museum of Art,Robert Rowe
Law requires you - when leaving the  - to grab a  and sit on the stairs.,"September 29, 2015",Metropolitan Museum of Art,Bruno Cardoso
"Nice ! Loved the Van Gohg, Monet...","June 15, 2013",Metropolitan Museum of Art,Arno Zilouchi
if you've ever liked any  anywhere then you'll like this.,"June 18, 2016",Metropolitan Museum of Art,Nathan M
Always inspiring.  Love the new  .,"March 9, 2016",Metropolitan Museum of Art,David Guerrieri
I love the pics!!!!! Great ! Thank u for sharing....:),"December 12, 2011",Metropolitan Museum of Art,Tiffany Awsumb
"Go to the  but eat at the Wright Restaurant, deliiicss","March 22, 2013",Metropolitan Museum of Art,Art Jones
Seen new Van Gough pieces I haven't seen before,"August 17, 2015",Metropolitan Museum of Art,ILYA SPEKHOV
Get a membership instead of waiting in line. 70 bucks and most of it tax deductible n,"August 7, 2011",Metropolitan Museum of Art,Kim R
All  are awesome. At least go two days.,"September 12, 2015",Metropolitan Museum of Art,Diego F
"Don't pay the the full admission fee, it is SUGGESTED.","December 5, 2014",Metropolitan Museum of Art,Alejandro Leal-Pulido
Such a fun  time for a Friday night pre going out experience,"February 22, 2012",Metropolitan Museum of Art,Hallie Geller
Everything!,"March 13, 2016",Metropolitan Museum of Art,Nicholas Cross
I love this place. A fantastic ,"October 25, 2014",Metropolitan Museum of Art,simon s
"Petri , secret spot for a Sunday afternoon .","March 17, 2015",Metropolitan Museum of Art,Ryan Scott Tandy
Be aware that they'll start kicking you out around 5/5:15 rather than 5:30.,"March 3, 2014",Metropolitan Museum of Art,Ed Hunsinger
"If you go there every week, you will want to pay $1 every time for two of you - an open secret for New Yorkers","January 19, 2010",Metropolitan Museum of Art,Catherine Jin
Hanging out on the Met steps is a New York tradition. LOVE IT.,"April 6, 2013",Metropolitan Museum of Art,Firda Larasati
"New  for the  of the Arab Lands, , Iran, Central Asia, and Later South Asia","November 6, 2011",Metropolitan Museum of Art,Alexandria Pang
"#TREATYOSELF to... paying $0 to get into one of the most famous  in the world. yea, that's right!","November 3, 2011",Metropolitan Museum of Art,Alisha Miranda
"Barbie could spend hours looking at the timeless , and I could spend hours looking at Barbie.","December 21, 2010",Metropolitan Museum of Art,Ken Carson
 Bar on Fridays and Saturdays!,"August 9, 2014",Metropolitan Museum of Art,Gene Roberts
With changing  this  never fails to find new interests for locals,"August 22, 2015",Metropolitan Museum of Art,Susie Yin
"Plan your trip around a specific wing. A , focused visit is the most rewarding here.","December 7, 2011",Metropolitan Museum of Art,Eric Ryan
"Buy a , sit on the stairs and enjoy the city","November 13, 2015",Metropolitan Museum of Art,cansu ugurlu
"Check out Big Bambu on the , and kiss your  in front of the  temple for good luck.","June 24, 2010",Metropolitan Museum of Art,Anna D
Can't get away to Paris? Head to the Versailles panorama in the . A 360 deg vista of the famous  grounds. ,"January 26, 2010",Metropolitan Museum of Art,Mistina Picciano
Picasso  should not be missed. It includes a large number of his erotica sketches and most of them are at the end of  the .,"May 25, 2010",Metropolitan Museum of Art,alan bleviss
"They won't let you in with any food, even if it is sealed and you can't leave it at .","January 8, 2013",Metropolitan Museum of Art,sarah oc
Ask for the highlights,"March 24, 2016",Metropolitan Museum of Art,Eleni Moschovakou
"Take a trip up to the roof, it's one of the best  of the city!","May 31, 2010",Metropolitan Museum of Art,Sean D
The   is great,"October 26, 2015",Metropolitan Museum of Art,Pedro Hidalgo Labarca
Everything is amazing about this place,"June 5, 2015",Metropolitan Museum of Art,Luis
One of my favorite places in the world !,"June 7, 2015",Metropolitan Museum of Art,Nadia Swan
Love the Vibe of this house,"April 29, 2016",Metropolitan Museum of Art,Rael RitaRii
Didn't have enough time to visit all the  there. One day is not enough. Have to come back one day again,"February 2, 2015",Metropolitan Museum of Art,Masha Bakuma
Go see the shark in formaldehyde by Damien hirst in the new modern wong. Well worth it -  especially if you have little boys.,"January 17, 2010",Metropolitan Museum of Art,Sarah Kramer
"Maybe its because of Game of Thrones, but I'm totally into the armor. See what Henry VIII wore.","September 18, 2015",Metropolitan Museum of Art,Sherie Swerdlow
Sit on the steps and enjoy the best  in NYC.,"October 5, 2012",Metropolitan Museum of Art,Andrew Tauro
"Schiaparelli and Prada: Impossible Converations - A stunnimg , worth a visit! On  until August 19 2012.","June 20, 2012",Metropolitan Museum of Art,Kristel van den Elzen
Must go! Lembra muito o British ,"March 7, 2014",Metropolitan Museum of Art,Alessandra Monte
"Don't miss the Stieglitz, Steichen, Strand photo . Awesome!!","January 24, 2011",Metropolitan Museum of Art,CaesarNYC
"Check the Byzantium and Islam , the 1000 year empire!","May 6, 2012",Metropolitan Museum of Art,Hector N.
I've spent 4 hours in this place! And it was awesome,"November 9, 2015",Metropolitan Museum of Art,Javier G HR
"Go see The Mourners  before it closes on 23 May.  The  are on loan from , France, and are pretty spectacular ","May 17, 2010",Metropolitan Museum of Art,Sarah Tarnopolsky
One of the most amazing  in my life!,"August 16, 2015",Metropolitan Museum of Art,Mari Asano
Catch the Navigating the west  by George Caleb Bingham before the  ends.,"October 24, 2015",Metropolitan Museum of Art,S I D
Check out the 5th Floor Roof-View! Awesome experience.,"July 3, 2012",Metropolitan Museum of Art,William Choi
"Fabulous  from their , and although it's not explicitly stated, the  is ALWAYS pay what you wish ;)","September 25, 2009",Metropolitan Museum of Art,Sarah Worthington
"Awesome place, you might want to check to see if your employer is a corporate sponsor, you get in for free!","September 1, 2010",Metropolitan Museum of Art,D.J. Shrope
"if you love NY you MUST see ""Streets"" the  in the  section.","April 10, 2013",Metropolitan Museum of Art,vinx
"Use the side entrance at 81st Street, no lines!","October 25, 2014",Metropolitan Museum of Art,Matthijs
"On 6/12/12, I was here to speak at the 10th Annual P.S.   Opening.","July 11, 2012",Metropolitan Museum of Art,Mike Bloomberg
What a gem on Fri & Sat evenings......!,"October 16, 2011",Metropolitan Museum of Art,John M
I like what Dan Weiss has done with the place,"April 10, 2016",Metropolitan Museum of Art,Rachel C
Join membership! It beats the long lines andyoyget to see the specials  shows and a,"August 7, 2011",Metropolitan Museum of Art,Wanda Ortiz
"If you are with kids, don't miss How Did They Do That? presentation in the armory.","May 7, 2012",Metropolitan Museum of Art,TurkeyVision
Beautiful and one of the best  in the world..,"December 9, 2015",Metropolitan Museum of Art,Neil Mathew
Take in this outstanding collection one wing at a time.,"October 9, 2013",Metropolitan Museum of Art,Waldorf Astoria Hotels & Resorts
It's not mandatory to pay the entrance fee. Ask to make a donation and you will get in.,"September 28, 2011",Metropolitan Museum of Art,Shawn Callahan
You simply must do Hack The Met. #hackthemet,"November 16, 2013",Metropolitan Museum of Art,Justin Johnson
Beyond description. Lose yourself in here and take it all in.,"June 21, 2015",Metropolitan Museum of Art,Trae F
Fine  and proper  if you want to take a break,"April 17, 2012",Metropolitan Museum of Art,Colin van Gestel-Messiaen
 for days!,"May 11, 2015",Metropolitan Museum of Art,VelvetCrate
The greatest  ever! The egipcian collection is unbelievable.,"January 18, 2015",Metropolitan Museum of Art,Chilango25
New York has the highest concentration of mummies outside Egypt,"August 10, 2013",Metropolitan Museum of Art,Sarah Seiter
Don't forget to pick a map of the  before starting.,"May 20, 2011",Metropolitan Museum of Art,Juan Schwindt
Very big they an offer for the student in the weekend,"September 8, 2015",Metropolitan Museum of Art,Rahaf
Huge! interesting & incredible!,"January 12, 2016",Metropolitan Museum of Art,Nicole znu
. . And more . Amazing!,"June 14, 2015",Metropolitan Museum of Art,Samara S.
The best especially the  part.,"October 22, 2011",Metropolitan Museum of Art,Dani scher
"Van gough, Edgar, Johannes and Monet just to name a few .","April 25, 2016",Metropolitan Museum of Art,Cristina Altamirano
Wonderful . Don't rush!!,January 23,Metropolitan Museum of Art,Denis Mendes
My favorite Dali is in this !,"December 15, 2015",Metropolitan Museum of Art,Irina Dorko
Is great and free every Friday 🙄🙄🙄,January 12,Metropolitan Museum of Art,Rosa Hidalgo
"Amazing collection, a must see when in New York :-) ","May 23, 2011",Metropolitan Museum of Art,Pierre Odendaal
Best 20 bucks I've spent in my life.,"March 13, 2014",Metropolitan Museum of Art,Santiago Rodriguez
Every people must to see this beauty,"August 3, 2016",Metropolitan Museum of Art,Sedat
So much to see!,"December 18, 2014",Metropolitan Museum of Art,Vicki N
I wish i lived inside this . :(  you'll never want to leave this place.,"September 15, 2012",Metropolitan Museum of Art,Chris G
It takes minimum 3 days to see all the .,"January 21, 2016",Metropolitan Museum of Art,eceMen
Don't miss the Prada Schiaparelli ... beautiful,"May 11, 2012",Metropolitan Museum of Art,Maryann W
"Huge, give time to visit it","March 24, 2016",Metropolitan Museum of Art,Alberto J S Moreau D
The most amazing place! Will be back soon!,"January 3, 2012",Metropolitan Museum of Art,Phatgoose
Get the headphone contraption that gives you the . Well worth the money!,"September 5, 2010",Metropolitan Museum of Art,Dustin Berger
Every time I come here I get lost and end up in a reproduction of a different kind of house.,"June 23, 2016",Metropolitan Museum of Art,Caitlin Lauer
The  zone is the best,"January 30, 2015",Metropolitan Museum of Art,Tanya Audi
Check out the whole !!! Not just bits and pieces,"August 3, 2012",Metropolitan Museum of Art,Tinamarie Wachter
"I have spent 4.30 hours inside and I saw only a little part of it, I should return back there..","February 16, 2012",Metropolitan Museum of Art,Orkide
One day is not enough for MET. It's huge!,"December 17, 2014",Metropolitan Museum of Art,İpek A.
Impressionism and fashion  is a must see,"May 3, 2013",Metropolitan Museum of Art,Christiane Nickel
"Met Lover is Here! @ The Metropolitan Museum of Art, New York.","November 1, 2012",Metropolitan Museum of Art,Mohd Rohaizad Kuala Perlis
A place where you will find some ancient things.,"April 25, 2014",Metropolitan Museum of Art,AuroIN Internet Marketing Company
 section is awesome.,"August 26, 2015",Metropolitan Museum of Art,Luiza Bagatini
Open 7 days a week starting from July 1st and NO MORE THE MET'S FAMOUS ADMISSION BUTTON! :(,"July 1, 2013",Metropolitan Museum of Art,Vici Vadeline
#FabuLIST free  and line moves quickly.,"February 16, 2013",Metropolitan Museum of Art,Chelsea Balkan
Great place to go if looking for some culture,1 week ago,Metropolitan Museum of Art,Giuliano
When you go in go right!  That's where all the cool shit is!,"August 17, 2013",Metropolitan Museum of Art,Puca Duca
 on Friday and Saturday in Petrie Court ,"March 3, 2011",Metropolitan Museum of Art,York Ast
Impressed by collection.,"January 16, 2015",Metropolitan Museum of Art,Sergei Mitrofanov
New  of Islamic  are amazing,"October 30, 2011",Metropolitan Museum of Art,Duncan Milne
Price of admission is RECOMMENDED not required.,"November 1, 2014",Metropolitan Museum of Art,Liza VP
The  section it's outrageous!,"May 30, 2015",Metropolitan Museum of Art,Tuany Fatah
See Xu Bing's  From the Sky. It's heavenly.,"January 9, 2014",Metropolitan Museum of Art,Stuart Ross
I believe the Metropolitan  now has free wireless check it out,"June 1, 2012",Metropolitan Museum of Art,Marshall Sponder
No words for such a feeling,"June 12, 2015",Metropolitan Museum of Art,Mariana Resala
The South East and Jain/Buddhist  were great!,"January 10, 2011",Metropolitan Museum of Art,Viral
Amazing collection. Amazing Place!!,"February 22, 2016",Metropolitan Museum of Art,Jonah Engler
New iPhone app to navigate the : bit.ly/ZwkCmk,"May 30, 2013",Metropolitan Museum of Art,Metani
Can't check a bag with ?! Get a MacBook Air or leave your laptop home.,"May 20, 2011",Metropolitan Museum of Art,Chris S.
Stone  at Petrie Court  is delicious. So fresh.,"June 25, 2010",Metropolitan Museum of Art,Karen Levine
Don't miss the roof  . Have a drink & see NY  Roxy Paine's  Maelstrom against the NY skyline. Open til 9 PM Fri & Sat.,"August 8, 2009",Metropolitan Museum of Art,Jen Robinson
"Being a history  with you, much more interesting an at times strange.","November 11, 2011",Metropolitan Museum of Art,Benjie Deford
Awesome !,"October 16, 2012",Metropolitan Museum of Art,Nicolás Fuenzalida Plaza
The entrance fee is worth it.,"January 10, 2015",Metropolitan Museum of Art,IMMA Corp
Artistically subtle and worth every second.,"November 28, 2016",Metropolitan Museum of Art,Christian Luis Rodrigues de Oliveira
"If you love to get lost in , this is the  for you.","May 24, 2011",Metropolitan Museum of Art,Christopher E. Pineda
The Charles Marville . is a delight,"May 3, 2014",Metropolitan Museum of Art,Dina
Love. You need at least a full day. And you will get lost in here.,"June 5, 2014",Metropolitan Museum of Art,Katherine M.
Wonderful . I like it,"December 12, 2013",Metropolitan Museum of Art,Darline Dumay
Have a  on the  for the  !,"June 8, 2012",Metropolitan Museum of Art,Maxime C
The  bar on Friday nights.,"March 4, 2016",Metropolitan Museum of Art,Harvey Glover
Tree at met is getting decorated - one of the prettiest in the city!,"November 19, 2011",Metropolitan Museum of Art,Susan Brown
Look for the sword with the secret compartment in the Arms and Armor Islamic .,"November 22, 2011",Metropolitan Museum of Art,Ted H
I live right near there - need to come back,"July 12, 2015",Metropolitan Museum of Art,Shawn Kormondy
The zen rooms are productively intoxicating.,"September 9, 2014",Metropolitan Museum of Art,Diversal
"Some of the greats have been ""hidden"" in the visual storage. Madame x being one, without a frame 10 inches from you","February 9, 2010",Metropolitan Museum of Art,Jen Johnson
"Excellent, highly recommend","August 19, 2016",Metropolitan Museum of Art,Егор Кирьянов
Come here and get your  history on,"April 6, 2015",Metropolitan Museum of Art,Ralph Z
Great ...,"January 24, 2015",Metropolitan Museum of Art,Luis Felipe Arias A
Beautiful.  Beautiful.  Beautiful,"May 19, 2016",Metropolitan Museum of Art,Tayyare Flying
I'm in love with this !,"September 8, 2015",Metropolitan Museum of Art,Gerardo Olivera
When you are in NYC you need to come here & check out the amazing artwork.  Latin Prince,"August 23, 2011",Metropolitan Museum of Art,DJ Latin Prince ✔ 
 of America card holders are admitted for FREE on Saturdays.,"March 3, 2013",Metropolitan Museum of Art,Gerilyn Manago
Check out the three Caravaggio  that they have here!,"April 15, 2015",Metropolitan Museum of Art,Emilio C
Rich  of all civilizations'  and .,"August 23, 2011",Metropolitan Museum of Art,Sabrine Laaouane
My favourite  in the world,"July 2, 2015",Metropolitan Museum of Art,Isabel Valero
The  is amazing,"June 24, 2016",Metropolitan Museum of Art,Mark Castillo
A great place to spend a few hours.,"April 11, 2015",Metropolitan Museum of Art,Carolyn Denton
Check out the  of Central  from the . ,"September 16, 2012",Metropolitan Museum of Art,Romancing Manhattan Tours
You can easily get lost in here. A fun kinda lost though.,"February 17, 2011",Metropolitan Museum of Art,Joe Prunty
Roof bar has  but gets too  and is over priced,"August 30, 2015",Metropolitan Museum of Art,Taylor VA
See Joan of Arc by Jules Bastien Lepage. The most exquisite  I have ever seen!,"August 24, 2011",Metropolitan Museum of Art,Ben Flint
a must to see while in NY,"July 9, 2016",Metropolitan Museum of Art,Gerry
Take the free MET  on your phone ,"December 5, 2013",Metropolitan Museum of Art,Zeus Silverman
The facility is almost as fascinating as the .,"March 15, 2011",Metropolitan Museum of Art,Alex Sandars
Go see the Alexander McQueen .  Extraordinary!!,"May 4, 2011",Metropolitan Museum of Art,Ian James Roberts
The best  I've ever gone!!!,"September 29, 2011",Metropolitan Museum of Art,Sebastian Ilari
"Be a New Yorker , donate $5 each at least","October 11, 2014",Metropolitan Museum of Art,Chris Chou
"Do not miss Caravaggio's ""The Denial of Saint Peter"" and Sargent's ""Madame X!""","June 6, 2014",Metropolitan Museum of Art,Andrew C
Go to the  at the top.,"December 3, 2012",Metropolitan Museum of Art,Meg D.
Voted favorite thing to do in NYC by kids who don't have Internet access to YouTube.,"February 14, 2013",Metropolitan Museum of Art,Nathan
The  from the  is just magnificent!,"September 8, 2013",Metropolitan Museum of Art,Dianikpik
"you DON'T have to pay admission, you can enter for free!","July 15, 2015",Metropolitan Museum of Art,Tony Stark
"If attending McQueen's 'Savage Beauty' , get here early - or late - lines are 1-2 hrs. Yikes!","May 14, 2011",Metropolitan Museum of Art,Boon Yap
Wear good walking .,"August 7, 2014",Metropolitan Museum of Art,vctr km
"MAGNIFICO , cultaura and history, past and present together","March 23, 2013",Metropolitan Museum of Art,Beta LAB Lab
The  collection is awesome,"March 19, 2015",Metropolitan Museum of Art,Erik Brok
Savage beauty is a must see before it ends! Waiting in a long line was well worth it!,"July 29, 2011",Metropolitan Museum of Art,Jenn Hopkins
Loved asian  section on 2nd floor. ,"January 24, 2011",Metropolitan Museum of Art,Muhammad Ismail
"Hey The Metropolitan Museum of Art, you should join Freebie! The benefits are amazing for both you and me. ","April 10, 2015",Metropolitan Museum of Art,Emily Van Norstrand
If you work for BoA you can get the free pass for all ...,"January 2, 2012",Metropolitan Museum of Art,KeiKa A
The single best thing is ,"May 3, 2012",Metropolitan Museum of Art,Matej Bester
Don't miss the ,"August 22, 2014",Metropolitan Museum of Art,Jouni Pärssinen
The Temple of Dendur has a sarcophagus for blind people that can be touched. ,"July 1, 2011",Metropolitan Museum of Art,Michael Hall
"They now have ""pay as you wish"" on Saturdays","December 17, 2011",Metropolitan Museum of Art,Marina
Yesterday is history.Tomorrow's a mystery. ,"August 2, 2013",Metropolitan Museum of Art,Berk M
"Try to visit the arab world, Iran and Asia for certain","December 21, 2015",Metropolitan Museum of Art,Amir Fadavi
Be sure to check out the  by Salvador Dali,"April 16, 2013",Metropolitan Museum of Art,Dwayne Kilbourne
"Try to visit the arab world, Iran and Asia for certain","January 5, 2016",Metropolitan Museum of Art,Sarmistha Sahoo
"Go see the Francis   at the Met, it's  on Fridays and Saturdays, much less  than usual.","July 19, 2009",Metropolitan Museum of Art,Sara Bee
Bring your school ID to get in cheaper!,"October 5, 2011",Metropolitan Museum of Art,Mary Q
The period rooms - a must-see!,"April 16, 2012",Metropolitan Museum of Art,Chelsea Gentile
"You can get in for almost nothing, just make any donation and enter!","August 23, 2011",Metropolitan Museum of Art,Ally Oop
Incredible ,"November 10, 2014",Metropolitan Museum of Art,Biz Traveldude
Best  in the world.,"August 14, 2015",Metropolitan Museum of Art,Juan Cadavid
"A MUST SEE in NYC! Be fascinated by , really.","May 27, 2012",Metropolitan Museum of Art,Jonathan Lin
The  here are expectacular!,"February 15, 2015",Metropolitan Museum of Art,Steffanie Camilo
Beautiful at night,"December 26, 2014",Metropolitan Museum of Art,Luis NY
" of , most visited  place ","October 1, 2014",Metropolitan Museum of Art,medikab in
Had a great time...the Kublai Khan  was amazing!,"December 31, 2010",Metropolitan Museum of Art,Bryan Healy
Choose your own admission fee! Awesome!,"August 19, 2011",Metropolitan Museum of Art,Daniel Peyser
a nice place with good design,"November 29, 2014",Metropolitan Museum of Art,Go Vietnamvisa
Saturday nights is open until late.,"February 12, 2015",Metropolitan Museum of Art,Shay
Try the . It's fantastic!,"August 18, 2012",Metropolitan Museum of Art,Larry Curran
Pay as you wish! 25 cents wheeeeee,"September 5, 2015",Metropolitan Museum of Art,Justine G
So much things to see there,"June 26, 2016",Metropolitan Museum of Art,Danny Ong
Splendid impressionists collection!,"September 2, 2015",Metropolitan Museum of Art,Tatiana Baguzina
"You can give a donation, the entrance fee is suggested.","August 7, 2011",Metropolitan Museum of Art,Carolina Joy M
Vincent Van Gogh,"December 23, 2015",Metropolitan Museum of Art,Djoni Sutji
Love to live (my  studio) there for a month...,"February 17, 2011",Metropolitan Museum of Art,Regia Marinho
Always magic!,"April 30, 2013",Metropolitan Museum of Art,Fabio
Talk to the ; they are full of interesting factoids!,"April 18, 2011",Metropolitan Museum of Art,Elizabeth
Great collection of . ,"March 5, 2014",Metropolitan Museum of Art,James
A New York must!,"July 28, 2015",Metropolitan Museum of Art,Natalie M
Its Fine but organization before closing time is terible.,"May 3, 2016",Metropolitan Museum of Art,Petr Gross
The suggested donation admission is the best.,"December 30, 2011",Metropolitan Museum of Art,mandee p
"Organized, , detailed information....",2 weeks ago,Metropolitan Museum of Art,Vera Ramos
Everything!,"October 11, 2014",Metropolitan Museum of Art,Chris Chou
"Don't let them strong arm you, pay as you wish tickets!","January 19, 2015",Metropolitan Museum of Art,Daniel Tewfik
Look at all of the photos people have posted in a quick sequence. It's quite a show!,"October 4, 2012",Metropolitan Museum of Art,RockStarNewYork
Don't miss the PUNK: Chaos to Couture !,"July 17, 2013",Metropolitan Museum of Art,Kelly Raposo
amazing.  I could spend all day here ,"August 8, 2011",Metropolitan Museum of Art,Andy D
Medieval Treasures - Hildesheim ,"November 11, 2013",Metropolitan Museum of Art,Samantha Keane
 ,"August 28, 2016",Metropolitan Museum of Art,Ron Petro
Don't use your cell phone because the workers will freak out at you!,"May 18, 2011",Metropolitan Museum of Art,Adam S
"Check out Big Bambu on the , and kiss your  in front of the  temple. LOL","July 7, 2010",Metropolitan Museum of Art,Akbarz RA
Manus machina ,"May 7, 2016",Metropolitan Museum of Art,Odile Roujol
Second floor Islamic  ,"January 12, 2014",Metropolitan Museum of Art,Azeem Khan
XMas Time at The Metropolitan,"December 6, 2014",Metropolitan Museum of Art,Ricardo Bouzon
Don't miss out Frank Lloyd Wright room.,"January 31, 2015",Metropolitan Museum of Art,dawn.in.newyork
Native American is my favorite section!,"November 17, 2011",Metropolitan Museum of Art,Kendra A
Astor Court and the Temple of Dendur are beautiful at night - very !,"March 13, 2010",Metropolitan Museum of Art,Lisha Arino
"Go see the video installation ""The Street"" before its limited engagement ends on May 27th ","April 8, 2013",Metropolitan Museum of Art,StageBuddy
Great place to get lost in if you got nothing to do one day,"November 18, 2013",Metropolitan Museum of Art,Ryan Bruce
If I was  I will be no place else but in the Met,"July 28, 2015",Metropolitan Museum of Art,Erica Harper
Get up on the roof for a .,"November 25, 2015",Metropolitan Museum of Art,Justine Bloome
I never really 'got' Miro until I saw The Dutch Interiors.  of his transform function.,"October 24, 2010",Metropolitan Museum of Art,Greg Maffett
Find open storage and be amazed.,"February 22, 2015",Metropolitan Museum of Art,Katie Childs
Before visiting the  browse their website,"December 6, 2011",Metropolitan Museum of Art,"Joseph K. Levene Fine Art, Ltd."
The Big Bambu is so much more amazing when you climb it.,"September 15, 2010",Metropolitan Museum of Art,David Nudo
very good ,"August 1, 2015",Metropolitan Museum of Art,Emily L
"Check your coat, even if there's a long line. It's definitely worth it.","December 28, 2010",Metropolitan Museum of Art,Lindsey Smith
hanging out on the Met steps makes you feel a real New Yorker,"September 20, 2011",Metropolitan Museum of Art,Gabor Barna
Don't miss Salvador Dali - Crucifixion!,"October 19, 2014",Metropolitan Museum of Art,M&M's
This is one of my favorite places on earth. <3,"December 18, 2015",Metropolitan Museum of Art,Carla Chadwick
Must spend an entire afternoon here!,"August 31, 2011",Metropolitan Museum of Art,Brandon
" 450-461 are Islamic . There are carved doors that that bring tears, no lie.","July 10, 2012",Metropolitan Museum of Art,Charlotte Loftus
Arrive right at 9:30 and beat the crowds,"December 28, 2011",Metropolitan Museum of Art,lawrence dicapua
"Don't skimp coming here thinking it's . The admission cost is ""recommended"" so you can pay","March 25, 2011",Metropolitan Museum of Art,Taryn Pisaneschi
Just the best  of the planet,"January 2, 2013",Metropolitan Museum of Art,Julio Castro
Everything!,"November 11, 2016",Metropolitan Museum of Art,Jack T
great Kemetic () ,"April 19, 2012",Metropolitan Museum of Art,Woody Whit-akers
Cash line faster than credit. Chat while you wait in line.,"May 27, 2012",Metropolitan Museum of Art,S C
Check out the  wing!,"March 29, 2012",Metropolitan Museum of Art,Emma Perentesis
Beautiful Place!,"March 3, 2013",Metropolitan Museum of Art,Artjom Troitski
Torah Crown # #Met #Zambelli,"July 17, 2016",Metropolitan Museum of Art,Pete Webb
"""Woman and her offspring""  is phenomenal","April 8, 2016",Metropolitan Museum of Art,Laura Vandergrifft
